label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,mthumb,mindex,mmiddle,mring,mpinky
a,0.0,0.0,0.0,-0.19436387717723846,-0.14538361132144928,-0.0379377044737339,-0.33158013224601746,-0.4627615213394165,-0.04760902747511864,-0.370702862739563,-0.7682570815086365,-0.068834088742733,-0.3411664366722107,-1.0,-0.07953854650259018,-0.22915267944335938,-0.7213699817657471,0.06283531337976456,-0.2631167471408844,-0.9319708943367004,-0.01974129118025303,-0.25966107845306396,-0.6990394592285156,-0.07637610286474228,-0.24681013822555542,-0.4820556938648224,-0.09928423911333084,-0.12121687829494476,-0.7330614924430847,0.048792704939842224,-0.16382986307144165,-0.9265997409820557,-0.04991082102060318,-0.16682551801204681,-0.6328024864196777,-0.08947459608316422,-0.15752935409545898,-0.4029628038406372,-0.08520591259002686,-0.011993816122412682,-0.7119506597518921,0.016585545614361763,-0.0580173060297966,-0.8792642951011658,-0.08119158446788788,-0.07379984110593796,-0.5801692605018616,-0.07208173722028732,-0.07601499557495117,-0.35807013511657715,-0.031619079411029816,0.1020791307091713,-0.6629980206489563,-0.019551681354641914,0.04341819882392883,-0.7833218574523926,-0.07989557087421417,0.018052300438284874,-0.5799622535705566,-0.06126556172966957,0.013973458670079708,-0.42629173398017883,-0.025427570566534996,0.03161349520087242,0.028937775641679764,0.027014566585421562,0.025904562324285507,0.02472790516912937
a,0.0,0.0,0.0,-0.1912946105003357,-0.15579354763031006,-0.0359179750084877,-0.3214586079120636,-0.4693436622619629,-0.04466605186462402,-0.35738405585289,-0.769531786441803,-0.06460663676261902,-0.33400794863700867,-1.0,-0.07408606261014938,-0.2225528061389923,-0.7171751260757446,0.0632113441824913,-0.2540437579154968,-0.9144009947776794,-0.017668213695287704,-0.24975885450839996,-0.686549186706543,-0.07349523901939392,-0.23828397691249847,-0.47740593552589417,-0.09642159193754196,-0.11616113036870956,-0.730090320110321,0.04886089637875557,-0.15670455992221832,-0.9198005199432373,-0.04846483841538429,-0.15880312025547028,-0.6334502696990967,-0.08797585219144821,-0.14991804957389832,-0.4080832600593567,-0.08451050519943237,-0.0082505838945508,-0.7086880207061768,0.01702445186674595,-0.05166212469339371,-0.8721180558204651,-0.08095607161521912,-0.06672494113445282,-0.5759482979774475,-0.07196205854415894,-0.06951913982629776,-0.3558366000652313,-0.03166945278644562,0.10296498984098434,-0.6586987972259521,-0.018415525555610657,0.05002247914671898,-0.7773729562759399,-0.08025231957435608,0.023096706718206406,-0.5762523412704468,-0.06260693818330765,0.015340898185968399,-0.42406192421913147,-0.027268167585134506,0.03385169804096222,0.030464792624115944,0.02912471443414688,0.028366848826408386,0.026774682104587555
a,0.0,0.0,0.0,-0.18495270609855652,-0.15207670629024506,-0.040090806782245636,-0.3178962171077728,-0.4666751027107239,-0.051600996404886246,-0.3574119508266449,-0.7684625387191772,-0.07320557534694672,-0.3249202370643616,-1.0,-0.08432894200086594,-0.21523895859718323,-0.7101852297782898,0.05366399884223938,-0.24595949053764343,-0.9112637042999268,-0.027921484783291817,-0.24116452038288116,-0.6861928701400757,-0.0824948400259018,-0.2289605736732483,-0.47693362832069397,-0.10446477681398392,-0.10931030660867691,-0.7216389775276184,0.04168727993965149,-0.14950770139694214,-0.9144412279129028,-0.05796647071838379,-0.1512823849916458,-0.6288823485374451,-0.09738772362470627,-0.1419716775417328,-0.40059950947761536,-0.09312877804040909,-0.0027943244203925133,-0.7008177638053894,0.012540898285806179,-0.04263211414217949,-0.8620860576629639,-0.08681803941726685,-0.05892666429281235,-0.5684598684310913,-0.07877535372972488,-0.0628768801689148,-0.34748706221580505,-0.03842422738671303,0.10630768537521362,-0.6534762382507324,-0.020284509286284447,0.05725220963358879,-0.7728291749954224,-0.08260141313076019,0.031044336035847664,-0.5741596221923828,-0.0661836713552475,0.02274717204272747,-0.42221152782440186,-0.031615834683179855,0.038367338478565216,0.03203366696834564,0.03258292376995087,0.031117264181375504,0.030192503705620766
a,0.0,0.0,0.0,-0.18503661453723907,-0.16088970005512238,-0.03744812682271004,-0.3138138949871063,-0.4745585322380066,-0.04687931016087532,-0.3496309220790863,-0.7713580131530762,-0.06703277677297592,-0.3220811188220978,-1.0,-0.07702847570180893,-0.21409249305725098,-0.7089030146598816,0.05736967548727989,-0.24017825722694397,-0.9099291563034058,-0.02384469285607338,-0.23526780307292938,-0.6871408820152283,-0.07829408347606659,-0.2248162478208542,-0.480903297662735,-0.099913589656353,-0.10724162310361862,-0.7200018167495728,0.04424042999744415,-0.14347676932811737,-0.9130344986915588,-0.05580763891339302,-0.1454203575849533,-0.628622829914093,-0.09564611315727234,-0.1358453333377838,-0.4036458134651184,-0.09122495353221893,-0.00017974575166590512,-0.6977624893188477,0.014139789156615734,-0.03714659437537193,-0.8555583357810974,-0.08585307002067566,-0.05272326618432999,-0.5624520778656006,-0.07771075516939163,-0.05578799545764923,-0.345107764005661,-0.03666001185774803,0.10900609940290451,-0.6495878100395203,-0.019407032057642937,0.06290175020694733,-0.7740862965583801,-0.0814329981803894,0.03618062287569046,-0.5759799480438232,-0.06387302279472351,0.026833411306142807,-0.42588236927986145,-0.028257137164473534,0.04035096988081932,0.034825053066015244,0.03424309566617012,0.0344967357814312,0.033202193677425385
a,0.0,0.0,0.0,-0.18479646742343903,-0.1601274609565735,-0.03487415611743927,-0.3113689422607422,-0.4772031009197235,-0.04404579848051071,-0.3421576917171478,-0.7724103331565857,-0.06434454023838043,-0.3188597559928894,-1.0,-0.07503397017717361,-0.20862393081188202,-0.7145447731018066,0.053731657564640045,-0.23615027964115143,-0.9169729948043823,-0.027728214859962463,-0.23340876400470734,-0.6931887269020081,-0.08196859061717987,-0.2247772365808487,-0.4829639792442322,-0.1032048910856247,-0.10236914455890656,-0.7197677493095398,0.03812585398554802,-0.13927143812179565,-0.9098138809204102,-0.05911905691027641,-0.14357635378837585,-0.6258472800254822,-0.09693392366170883,-0.13637864589691162,-0.4036248028278351,-0.09214715659618378,0.004120742902159691,-0.6942039132118225,0.005807919893413782,-0.033178698271512985,-0.8525330424308777,-0.09055621176958084,-0.0505797304213047,-0.5604408383369446,-0.08047711104154587,-0.0547129362821579,-0.34791621565818787,-0.03979121521115303,0.11399855464696884,-0.6429554224014282,-0.02994505874812603,0.0660262331366539,-0.7693357467651367,-0.08886383473873138,0.03836105391383171,-0.5719294548034668,-0.06899508833885193,0.02974327653646469,-0.42510876059532166,-0.03276265785098076,0.03439214825630188,0.03462870791554451,0.034727051854133606,0.03591488301753998,0.03267359733581543
a,0.0,0.0,0.0,-0.1860223114490509,-0.154905766248703,-0.0370439738035202,-0.31274598836898804,-0.47673726081848145,-0.04636530950665474,-0.34566208720207214,-0.7743809819221497,-0.06650012731552124,-0.3224042057991028,-1.0,-0.07639041543006897,-0.21095126867294312,-0.712523341178894,0.05470998212695122,-0.23918212950229645,-0.9188575148582458,-0.027392961084842682,-0.2355724722146988,-0.6916342973709106,-0.08189605921506882,-0.2241613268852234,-0.481442928314209,-0.1032307967543602,-0.10347609966993332,-0.7161925435066223,0.040197037160396576,-0.1406008005142212,-0.9096018075942993,-0.058039531111717224,-0.14489468932151794,-0.6203109622001648,-0.09544336795806885,-0.13711169362068176,-0.3964124619960785,-0.08997472375631332,0.0033683297224342823,-0.6897440552711487,0.008445627056062222,-0.034448981285095215,-0.8499943614006042,-0.0879451334476471,-0.05297866463661194,-0.5579829216003418,-0.07704448699951172,-0.05841067060828209,-0.34557655453681946,-0.035831935703754425,0.11244921386241913,-0.6385124921798706,-0.027127066627144814,0.0646006241440773,-0.7641438841819763,-0.08575639873743057,0.037770893424749374,-0.5664480328559875,-0.06559675186872482,0.029685096815228462,-0.41881462931632996,-0.029234007000923157,0.03332236409187317,0.03396545350551605,0.03403410315513611,0.03427213430404663,0.03202929347753525
a,0.0,0.0,0.0,-0.1875944584608078,-0.15493974089622498,-0.037096988409757614,-0.30958062410354614,-0.47759461402893066,-0.04607876017689705,-0.3379201591014862,-0.7730461359024048,-0.06573290377855301,-0.3240296542644501,-1.0,-0.07548604160547256,-0.21132400631904602,-0.7102987170219421,0.05403325334191322,-0.23970171809196472,-0.9128080010414124,-0.02829921804368496,-0.23587152361869812,-0.6869432926177979,-0.08299955725669861,-0.22425393760204315,-0.4785667061805725,-0.1044958308339119,-0.10394314676523209,-0.7149537205696106,0.03924622759222984,-0.14059367775917053,-0.9049920439720154,-0.060094550251960754,-0.1451633721590042,-0.6161954998970032,-0.09854218363761902,-0.13832247257232666,-0.39150241017341614,-0.09381812810897827,0.0029416524339467287,-0.6892613768577576,0.007304855156689882,-0.034504033625125885,-0.8443439602851868,-0.09066995233297348,-0.05303501337766647,-0.5519289374351501,-0.08092238008975983,-0.05920717492699623,-0.3393802046775818,-0.0403548926115036,0.111751027405262,-0.6388676762580872,-0.028351716697216034,0.06428083032369614,-0.7585327625274658,-0.08877299726009369,0.037805743515491486,-0.5589079856872559,-0.06942852586507797,0.028992511332035065,-0.41124656796455383,-0.033385735005140305,0.030032174661755562,0.03402600437402725,0.0338774174451828,0.032827042043209076,0.032595887780189514
a,0.0,0.0,0.0,-0.1872311532497406,-0.1452459990978241,-0.04229417070746422,-0.30945315957069397,-0.4724486172199249,-0.053898368030786514,-0.33696451783180237,-0.7708595395088196,-0.07451494038105011,-0.3196137547492981,-1.0,-0.08489084988832474,-0.21254298090934753,-0.7039805054664612,0.04290612041950226,-0.2378149926662445,-0.9094904661178589,-0.04101734235882759,-0.23492977023124695,-0.6823987364768982,-0.09535825997591019,-0.22482766211032867,-0.47217872738838196,-0.11665243655443192,-0.10490789264440536,-0.707726240158081,0.030403047800064087,-0.13921032845973969,-0.8997951149940491,-0.06901601701974869,-0.1457025110721588,-0.6109562516212463,-0.10539688169956207,-0.14120350778102875,-0.38755789399147034,-0.10010138154029846,0.0015169688267633319,-0.6822275519371033,0.0005959626287221909,-0.03294540196657181,-0.8426751494407654,-0.09743037074804306,-0.05344301834702492,-0.5495962500572205,-0.08582530170679092,-0.062032606452703476,-0.33759769797325134,-0.04488097131252289,0.10986023396253586,-0.6325724124908447,-0.03339407965540886,0.06643924862146378,-0.7555392384529114,-0.09506292641162872,0.03939395025372505,-0.5552345514297485,-0.07585413753986359,0.02829408459365368,-0.4075329005718231,-0.04032455012202263,0.027832020074129105,0.028602954000234604,0.02897757664322853,0.026905708014965057,0.025899197906255722
a,0.0,0.0,0.0,-0.18723683059215546,-0.15262958407402039,-0.0387604795396328,-0.308878093957901,-0.47785404324531555,-0.04910101369023323,-0.3371177017688751,-0.7723315954208374,-0.06939906626939774,-0.31971558928489685,-1.0,-0.0797644853591919,-0.21166329085826874,-0.7083570957183838,0.048231858760118484,-0.23761624097824097,-0.9112111926078796,-0.03463033214211464,-0.2336573302745819,-0.6838362812995911,-0.08859606087207794,-0.2224993109703064,-0.4751216173171997,-0.10962599515914917,-0.1037629097700119,-0.7124444246292114,0.03405652567744255,-0.13829271495342255,-0.9035090804100037,-0.06529975682497025,-0.14386844635009766,-0.6141154766082764,-0.10223358869552612,-0.13838285207748413,-0.389132559299469,-0.09671134501695633,0.0034919732715934515,-0.6869408488273621,0.002819579327479005,-0.031871844083070755,-0.8429863452911377,-0.09489203989505768,-0.05170426517724991,-0.550482451915741,-0.08401564508676529,-0.05946404114365578,-0.33888790011405945,-0.04302825406193733,0.1125435158610344,-0.6369443535804749,-0.03220030665397644,0.06661893427371979,-0.7586188316345215,-0.09228847175836563,0.0403154194355011,-0.5596582889556885,-0.0723676085472107,0.030592478811740875,-0.4130844473838806,-0.0361819751560688,0.027311835438013077,0.027071809396147728,0.02680402807891369,0.02650817297399044,0.024162504822015762
a,0.0,0.0,0.0,-0.18830615282058716,-0.1444021761417389,-0.042363833636045456,-0.31424129009246826,-0.4705042243003845,-0.05452503636479378,-0.34360358119010925,-0.7712070941925049,-0.07595782727003098,-0.3210746943950653,-1.0,-0.08694692701101303,-0.21505241096019745,-0.7112309336662292,0.04414935037493706,-0.24362623691558838,-0.9168116450309753,-0.040445078164339066,-0.237906351685524,-0.6881023049354553,-0.09565676003694534,-0.22532768547534943,-0.47560688853263855,-0.11746568977832794,-0.10617178678512573,-0.7147737145423889,0.031098516657948494,-0.143173485994339,-0.9054892659187317,-0.06912785023450851,-0.14773014187812805,-0.6142126321792603,-0.10612763464450836,-0.14259400963783264,-0.3909952938556671,-0.10097647458314896,0.0011261041508987546,-0.6887766718864441,0.0006003924063406885,-0.032942596822977066,-0.8503747582435608,-0.09835231304168701,-0.05340484902262688,-0.5557085275650024,-0.08656512200832367,-0.06263122707605362,-0.3433775305747986,-0.045105718076229095,0.1103678047657013,-0.637904942035675,-0.03410396724939346,0.06695883721113205,-0.7638174891471863,-0.0957634299993515,0.04053228348493576,-0.5630258321762085,-0.07579650729894638,0.02970440872013569,-0.4148766100406647,-0.03954331576824188,0.02692433074116707,0.023761486634612083,0.02439967729151249,0.024590089917182922,0.022856585681438446
